instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,PS-PS64:status,PS-PS64:successful_repeats,PS-PS64:result,hybrid-reverse:status,hybrid-reverse:successful_repeats,hybrid-reverse:result,result_match,PS-PS64:matches_reference,hybrid-reverse:matches_reference,PS-PS64:wall_vs_Concorde_relative_change,hybrid-reverse:wall_vs_Concorde_relative_change,PS-PS64:wall_seconds,hybrid-reverse:wall_seconds,relative_change:wall_seconds,PS-PS64:branches,hybrid-reverse:branches,relative_change:branches,PS-PS64:nodes_expanded,hybrid-reverse:nodes_expanded,PS-PS64:pruned_by_bound,hybrid-reverse:pruned_by_bound,PS-PS64:pruned_infeasible,hybrid-reverse:pruned_infeasible,PS-PS64:root_potential_iterations,hybrid-reverse:root_potential_iterations,PS-PS64:search_node_potential_update_candidates,hybrid-reverse:search_node_potential_update_candidates,PS-PS64:search_node_potential_updates_triggered,hybrid-reverse:search_node_potential_updates_triggered,PS-PS64:search_node_potential_updates_skipped_total,hybrid-reverse:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,PS-PS64:search_node_potential_iterations,hybrid-reverse:search_node_potential_iterations,PS-PS64:search_node_potential_updates_skipped_budget_exhausted,hybrid-reverse:search_node_potential_updates_skipped_budget_exhausted,PS-PS64:search_node_potential_updates_skipped_depth_interval,hybrid-reverse:search_node_potential_updates_skipped_depth_interval,PS-PS64:search_node_potential_updates_skipped_gap_above_maximum,hybrid-reverse:search_node_potential_updates_skipped_gap_above_maximum,PS-PS64:search_node_potential_updates_skipped_gap_below_minimum,hybrid-reverse:search_node_potential_updates_skipped_gap_below_minimum,PS-PS64:search_node_potential_updates_skipped_invalid_state,hybrid-reverse:search_node_potential_updates_skipped_invalid_state,PS-PS64:search_node_potential_updates_skipped_numerically_unsafe,hybrid-reverse:search_node_potential_updates_skipped_numerically_unsafe,PS-PS64:search_node_potential_updates_skipped_strategy_none,hybrid-reverse:search_node_potential_updates_skipped_strategy_none,PS-PS64:search_node_potential_updates_skipped_update_depth_zero,hybrid-reverse:search_node_potential_updates_skipped_update_depth_zero,PS-PS64:search_node_potential_updates_skipped_zero_iteration_limit,hybrid-reverse:search_node_potential_updates_skipped_zero_iteration_limit,PS-PS64:search_node_potential_updates_skipped_zero_violation,hybrid-reverse:search_node_potential_updates_skipped_zero_violation
eil101.tsp,ok,0.07881497777998447,629.0,1.0,ok,1,629.0,ok,1,629.0,True,True,True,89.6118300061855,8.578591819073024,7.141569368541241,0.7549365013837814,-0.8942898314886792,11690.0,1014.0,-0.9132591958939265,3795.0,220.0,7993.0,804.0,0.0,6.0,400.0,551.0,10699.0,680.0,10635.0,639.0,64.0,41.0,-0.359375,103185.0,8715.0,0.0,0.0,0.0,0.0,64.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil51.tsp,ok,0.05758170783519745,426.0,1.0,ok,1,426.0,ok,1,426.0,True,True,True,1.4516972664503758,1.1075257495452537,0.14117291569709778,0.12135493196547031,-0.14038091962447785,791.0,440.0,-0.4437420986093552,263.0,153.0,533.0,291.0,32.0,34.0,400.0,463.0,730.0,415.0,730.0,415.0,0.0,0.0,0.0,6467.0,6521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eil76.tsp,ok,0.038888582959771156,538.0,1.0,ok,1,538.0,ok,1,538.0,True,True,True,21.761494852824356,37.29010938661277,0.8851622808724642,1.489048095420003,0.6822317529756419,2612.0,3192.0,0.2220520673813171,869.0,1042.0,1772.0,2174.0,0.0,0.0,400.0,433.0,2382.0,2960.0,2371.0,2949.0,11.0,11.0,0.0,22675.0,47624.0,0.0,0.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
fri26.tsp,ok,0.029480643570423126,937.0,1.0,ok,1,937.0,ok,1,937.0,True,True,True,0.008374896539523391,-0.4021325810466725,0.029727540910243988,0.017625516280531883,-0.4070980733405297,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,56.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr120.tsp,ok,0.15989429503679276,6942.0,1.0,ok,1,6942.0,ok,1,6942.0,True,True,True,1482.763764600036,2795.1123801405074,237.24536114186049,447.0824178662151,0.8844727488639195,314985.0,393662.0,0.24978014826102823,100794.0,118496.0,216976.0,276680.0,0.0,0.0,800.0,1074.0,293371.0,372490.0,293324.0,372451.0,47.0,39.0,-0.17021276595744683,2685178.0,5770837.0,0.0,0.0,0.0,0.0,46.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gr137.tsp,ok,0.33605039678514004,69853.0,1.0,ok,1,69853.0,ok,1,69853.0,True,True,True,318.50262427573995,196.0931948970312,107.36898366175592,66.23324634879827,-0.3831249575999284,126184.0,52994.0,-0.5800259937868509,44575.0,17789.0,82645.0,35382.0,2.0,0.0,400.0,604.0,116138.0,48916.0,116131.0,48910.0,7.0,6.0,-0.1428571428571429,1086697.0,797177.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
gr17.tsp,ok,0.018152451142668724,2085.0,1.0,ok,1,2085.0,ok,1,2085.0,True,True,True,0.46421233626969016,0.33742704214027297,0.02657904289662838,0.02427757903933525,-0.08658941807062115,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr21.tsp,ok,0.008518075570464134,2707.0,1.0,ok,1,2707.0,ok,1,2707.0,True,True,True,2.7330055911659183,1.0518258155778994,0.031798023730516434,0.01747760735452175,-0.45035554716727366,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,20.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr24.tsp,ok,0.013564003631472588,1272.0,1.0,ok,1,1272.0,ok,1,1272.0,True,True,True,1.3623287397528108,-0.050506590183434286,0.03204263560473919,0.012878932058811188,-0.5980688911586798,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,100.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr48.tsp,ok,0.07694356888532639,5046.0,1.0,ok,1,5046.0,ok,1,5046.0,True,True,True,4.542675399341409,1.5695884776412097,0.4264732263982296,0.19771330803632736,-0.5363992490077025,4375.0,1070.0,-0.7554285714285714,1335.0,319.0,3067.0,754.0,4.0,0.0,389.0,311.0,3982.0,976.0,3651.0,938.0,331.0,38.0,-0.8851963746223565,29496.0,13263.0,0.0,0.0,0.0,0.0,331.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gr96.tsp,ok,0.20145457983016968,55209.0,1.0,ok,1,55209.0,ok,1,55209.0,True,True,True,29.43844314550333,17.76393592113785,6.131963774561882,3.7800808269530535,-0.38354482088845454,14704.0,6120.0,-0.5837867247007618,5218.0,2184.0,9656.0,3985.0,1.0,0.0,395.0,357.0,13467.0,5605.0,13465.0,5605.0,2.0,0.0,-1.0,128098.0,96224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
hk48.tsp,ok,0.03125464729964733,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,-0.019835621721971286,0.35081802064409806,0.030634691938757896,0.042219340801239014,0.37815457343720316,16.0,10.0,-0.375,6.0,5.0,10.0,5.0,0.0,4.0,100.0,152.0,13.0,9.0,13.0,9.0,0.0,0.0,0.0,94.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroA100.tsp,ok,0.09304322861135006,21282.0,1.0,ok,1,21282.0,ok,1,21282.0,True,True,True,1629.963132036439,335.6753721552581,151.7500755507499,31.32536361925304,-0.7935726654134226,801204.0,45495.0,-0.943216708853176,143666.0,11672.0,658008.0,33899.0,0.0,2.0,800.0,372.0,761556.0,42194.0,639202.0,40654.0,122354.0,1540.0,-0.9874135704594864,2724311.0,510939.0,0.0,0.0,0.0,0.0,122354.0,1540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroA150.tsp,ok,0.4707332830876112,26524.0,1.0,ok,1,26524.0,ok,1,26524.0,True,True,True,813.1344091596694,263.3725958950781,383.24016329832375,124.44898002408445,-0.6752715609109835,291874.0,66191.0,-0.7732206363019659,93977.0,19992.0,199496.0,46387.0,0.0,0.0,400.0,612.0,274330.0,62856.0,274327.0,62854.0,3.0,2.0,-0.33333333333333337,2570687.0,1013266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
kroB100.tsp,ok,0.1833615768700838,22141.0,1.0,ok,1,22141.0,ok,1,22141.0,True,True,True,814.1768428308237,438.03093355030956,149.4721113294363,80.50140427052975,-0.46142859992721463,275891.0,106369.0,-0.6144528092616287,93599.0,34309.0,183791.0,72354.0,0.0,0.0,400.0,396.0,256049.0,99518.0,256045.0,99492.0,4.0,26.0,5.5,2402306.0,1604312.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
kroC100.tsp,ok,0.11923562549054623,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,190.97008467145048,114.3104180624846,22.889673121273518,13.749109823256731,-0.3993313163359071,42335.0,17141.0,-0.5951104287232787,13263.0,5225.0,29227.0,11959.0,0.0,0.0,372.0,370.0,39616.0,16129.0,39071.0,16114.0,545.0,15.0,-0.9724770642201834,340879.0,240582.0,0.0,0.0,0.0,0.0,545.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroD100.tsp,ok,0.14088797196745872,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,15.353821288252963,392.87386311765937,2.304056715220213,55.49208978563547,23.08451554992723,3289.0,81423.0,23.75615688659167,1084.0,19531.0,2221.0,62069.0,0.0,0.0,400.0,458.0,2987.0,76711.0,2950.0,71953.0,37.0,4758.0,127.59459459459458,27164.0,905057.0,0.0,0.0,0.0,0.0,34.0,4758.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
kroE100.tsp,ok,0.23537259548902512,22068.0,1.0,ok,1,22068.0,ok,1,22068.0,True,True,True,526.087840425372,627.4517097258965,124.0620330516249,147.92031005769968,0.1923092538403497,681597.0,160029.0,-0.7652146356277977,138862.0,50347.0,543770.0,110202.0,1248.0,1.0,721.0,445.0,626734.0,152471.0,540761.0,152415.0,85973.0,56.0,-0.9993486327102695,2559291.0,2363092.0,0.0,0.0,0.0,0.0,85973.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
lin105.tsp,ok,0.08077146671712399,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,1.8117863886212504,1.4424436611960503,0.22711211070418358,0.19727975688874722,-0.13135518719340067,55.0,54.0,-0.018181818181818188,19.0,14.0,36.0,40.0,0.0,0.0,348.0,356.0,38.0,26.0,38.0,26.0,0.0,0.0,0.0,352.0,413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr124.tsp,ok,0.4382678158581257,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,8.440536698457324,7.729888952781737,4.137483399361372,3.8260293640196323,-0.07527620180658923,5484.0,3262.0,-0.4051787016776076,1981.0,1150.0,3531.0,2120.0,0.0,0.0,387.0,393.0,5022.0,3039.0,5022.0,3039.0,0.0,0.0,0.0,47816.0,49307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr144.tsp,ok,0.24983618780970573,58537.0,1.0,ok,1,58537.0,ok,1,58537.0,True,True,True,1521.3501800293689,11.870175566228834,380.33816548995674,3.2154355999082327,-0.991545850793685,369988.0,1951.0,-0.9947268560061407,170203.0,825.0,225057.0,1190.0,121.0,0.0,400.0,288.0,311567.0,1786.0,311567.0,1786.0,0.0,0.0,0.0,3592924.0,35177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr76.tsp,ok,0.21514095552265644,108159.0,1.0,ok,1,108159.0,ok,1,108159.0,True,True,True,1618.205656868193,1702.3521627474686,348.3574522063136,366.4608118850738,0.05196776920976709,1219976.0,1061614.0,-0.1298074716223926,362873.0,297463.0,864005.0,766558.0,95.0,116.0,400.0,340.0,1124682.0,983550.0,1068068.0,933941.0,56614.0,49609.0,-0.12373264563535524,8906012.0,12361647.0,0.0,0.0,0.0,0.0,56613.0,49608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
rat195.tsp,ok,2.86149631254375,2323.0,3.0,ok,1,2323.0,ok,1,2323.0,True,True,True,444.6795838352617,261.17197682335285,1275.3104857206345,750.2041449323297,-0.4117478423237343,548457.0,217376.0,-0.6036589924096146,199894.0,76795.0,355955.0,141958.0,19.0,6.0,400.0,597.0,516995.0,206043.0,516985.0,206029.0,10.0,14.0,0.3999999999999999,5354138.0,3773436.0,0.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rat99.tsp,ok,1.160699475556612,1211.0,1.0,ok,1,1211.0,ok,1,1211.0,True,True,True,-0.7524926342035795,-0.6960704087951579,0.28728166967630386,0.3527709171175957,0.22796180318459647,265.0,375.0,0.4150943396226414,84.0,110.0,183.0,266.0,0.0,0.0,400.0,486.0,203.0,311.0,203.0,308.0,0.0,3.0,,2019.0,4710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
rd100.tsp,ok,0.0784916877746582,7910.0,1.0,ok,1,7910.0,ok,1,7910.0,True,True,True,20.39338188810302,2.2637188969391104,1.67920265160501,0.2561748046427965,-0.8474425916383943,2672.0,152.0,-0.9431137724550899,945.0,32.0,1750.0,120.0,2.0,0.0,400.0,497.0,2365.0,60.0,2351.0,40.0,14.0,20.0,0.4285714285714286,22535.0,549.0,0.0,0.0,0.0,0.0,11.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
st70.tsp,ok,0.07140777260065079,675.0,1.0,ok,1,675.0,ok,1,675.0,True,True,True,5.488054101395538,0.6465460196997368,0.46329749189317226,0.11757618375122547,-0.7462188209334482,1507.0,146.0,-0.9031187790311878,499.0,48.0,1033.0,100.0,0.0,0.0,400.0,358.0,1335.0,98.0,1333.0,88.0,2.0,10.0,4.0,13307.0,1718.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swiss42.tsp,ok,0.03386518731713295,1273.0,1.0,ok,1,1273.0,ok,1,1273.0,True,True,True,-0.07584760198345175,0.19408886107510637,0.03129659406840801,0.04043804295361042,0.29209085388720113,11.0,8.0,-0.2727272727272727,5.0,3.0,6.0,4.0,3.0,4.0,100.0,139.0,5.0,3.0,4.0,3.0,1.0,0.0,-1.0,54.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
u159.tsp,ok,0.12093745544552803,42080.0,1.0,ok,1,42080.0,ok,1,42080.0,True,True,True,892.4073410185671,215.38966871233373,108.04641049914062,26.169615918770432,-0.7577928244179979,87109.0,14593.0,-0.8324742563914176,30343.0,4646.0,57336.0,9997.0,0.0,0.0,400.0,456.0,80976.0,13291.0,80888.0,13249.0,88.0,42.0,-0.5227272727272727,786342.0,213321.0,0.0,0.0,0.0,0.0,86.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
ulysses16.tsp,ok,0.03193540312349796,6859.0,1.0,ok,1,6859.0,ok,1,6859.0,True,True,True,-0.10395015184726164,-0.40339969422325994,0.028615713119506836,0.019052671268582344,-0.3341884862692984,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wi29.tsp,ok,0.04551754333078861,27603.0,1.0,ok,1,27603.0,ok,1,27603.0,True,True,True,-0.5363565848489456,-0.6755721487602122,0.021103909239172935,0.014767158776521683,-0.3002642965735002,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,85.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bier127.tsp,ok,0.1989000365138054,118282.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brg180.tsp,ok,0.18208833783864975,1950.0,1.0,timeout,0,,ok,1,1950.0,,,True,,8407.507999596392,,1531.0912453494966,,,1887032.0,,,478344.0,,1418302.0,,31502.0,,358.0,,1457646.0,,1457646.0,,0.0,,,22731130.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
d198.tsp,ok,0.9902167804539204,15780.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kroB150.tsp,ok,0.46501733362674713,26130.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr107.tsp,ok,0.15831930935382843,44303.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr136.tsp,ok,0.5037562884390354,96772.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr152.tsp,ok,0.8909101411700249,73682.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
