comparison,factor,left,right,left_value,right_value,left_ok,right_ok,common_ok,left_only,right_only,result_agreements,result_mismatches,left_reference_checked,left_reference_mismatches,right_reference_checked,right_reference_mismatches,metric,paired_values,left_total,right_total,aggregate_relative_change,decreased,tied,increased
1,bp lift first depth、bp split zero gain depth、hk update gap change start depth、hk update max depth、hk update min gap change ratio、hk update skip last edges、root candidate compaction、求解器版本,GAPMST-P32-LKH-BP-base,CPHKMST-P32-LKH,bp lift first depth=0；bp split zero gain depth=0；hk update gap change start depth=0；hk update max depth=0；hk update min gap change ratio=0；hk update skip last edges=0；root candidate compaction=off；求解器版本=f8e487148cc9,bp lift first depth=<未设置>；bp split zero gain depth=<未设置>；hk update gap change start depth=<未设置>；hk update max depth=<未设置>；hk update min gap change ratio=<未设置>；hk update skip last edges=<未设置>；root candidate compaction=<未设置>；求解器版本=129d73c9e0df,43,43,43,,,43,,43,,43,,potential_update_rebuild_seconds,43,98.12463138000042,102.42405202900028,0.043815916437431435,5,14,24
1,bp lift first depth、bp split zero gain depth、hk update gap change start depth、hk update max depth、hk update min gap change ratio、hk update skip last edges、root candidate compaction、求解器版本,GAPMST-P32-LKH-BP-base,CPHKMST-P32-LKH,bp lift first depth=0；bp split zero gain depth=0；hk update gap change start depth=0；hk update max depth=0；hk update min gap change ratio=0；hk update skip last edges=0；root candidate compaction=off；求解器版本=f8e487148cc9,bp lift first depth=<未设置>；bp split zero gain depth=<未设置>；hk update gap change start depth=<未设置>；hk update max depth=<未设置>；hk update min gap change ratio=<未设置>；hk update skip last edges=<未设置>；root candidate compaction=<未设置>；求解器版本=129d73c9e0df,43,43,43,,,43,,43,,43,,replacement_seconds,43,12.998511453000072,13.691023822999465,0.053276282634621364,9,10,24
1,bp lift first depth、bp split zero gain depth、hk update gap change start depth、hk update max depth、hk update min gap change ratio、hk update skip last edges、root candidate compaction、求解器版本,GAPMST-P32-LKH-BP-base,CPHKMST-P32-LKH,bp lift first depth=0；bp split zero gain depth=0；hk update gap change start depth=0；hk update max depth=0；hk update min gap change ratio=0；hk update skip last edges=0；root candidate compaction=off；求解器版本=f8e487148cc9,bp lift first depth=<未设置>；bp split zero gain depth=<未设置>；hk update gap change start depth=<未设置>；hk update max depth=<未设置>；hk update min gap change ratio=<未设置>；hk update skip last edges=<未设置>；root candidate compaction=<未设置>；求解器版本=129d73c9e0df,43,43,43,,,43,,43,,43,,search_node_potential_updates_skipped_total,43,0.0,0.0,0.0,0,43,0
2,branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong,branch edge order=weight,branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,wall_seconds,43,1532.479452457279,1427.7017045561224,-0.06837138842752444,12,0,31
2,branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong,branch edge order=weight,branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,root_lower_bound,43,898754.3886494648,898754.3886494648,0.0,0,43,0
2,branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong,branch edge order=weight,branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,branches,43,2612950.0,2235358.0,-0.14450793164813713,22,12,9
2,branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong,branch edge order=weight,branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,initial_tour_seconds,43,2.827845424,2.776328633,-0.01821768282055858,18,0,25
2,branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong,branch edge order=weight,branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,root_ascent_seconds,43,0.712810765,0.717930498,0.007182457464710135,19,0,24
2,branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong,branch edge order=weight,branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,lkh_provider_calls,43,43.0,43.0,0.0,0,43,0
2,branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong,branch edge order=weight,branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,lkh_provider_failures,43,0.0,0.0,0.0,0,43,0
2,branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong,branch edge order=weight,branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,lkh_provider_seconds,43,3.223801306,3.181381867,-0.013158205166382553,23,0,20
2,branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong,branch edge order=weight,branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,root_fixing_seconds,43,0.020217982,0.019935013,-0.013995907207751901,21,10,12
2,branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong,branch edge order=weight,branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,potential_update_seconds,43,1401.6035042930207,1208.9792257689924,-0.13743136196080608,25,10,8
2,branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong,branch edge order=weight,branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,potential_update_rebuild_seconds,43,98.12463138000042,82.63712151599935,-0.1578350883584334,23,13,7
2,branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong,branch edge order=weight,branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,replacement_seconds,43,12.998511453000072,20.882627000000614,0.6065398777012179,6,10,27
2,branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong,branch edge order=weight,branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,search_node_potential_updates_skipped_total,43,0.0,0.0,0.0,0,43,0
3,bp lift first depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2,bp lift first depth=0；branch edge order=weight,bp lift first depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,wall_seconds,43,1532.479452457279,1428.9137226454914,-0.06758050141926764,11,0,32
3,bp lift first depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2,bp lift first depth=0；branch edge order=weight,bp lift first depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,root_lower_bound,43,898754.3886494648,898754.3886494648,0.0,0,43,0
3,bp lift first depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2,bp lift first depth=0；branch edge order=weight,bp lift first depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,branches,43,2612950.0,2235358.0,-0.14450793164813713,22,12,9
3,bp lift first depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2,bp lift first depth=0；branch edge order=weight,bp lift first depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,initial_tour_seconds,43,2.827845424,2.793339388,-0.012202235563212205,25,0,18
3,bp lift first depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2,bp lift first depth=0；branch edge order=weight,bp lift first depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,root_ascent_seconds,43,0.712810765,0.728087245,0.02143132616691057,18,0,25
3,bp lift first depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2,bp lift first depth=0；branch edge order=weight,bp lift first depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,lkh_provider_calls,43,43.0,43.0,0.0,0,43,0
3,bp lift first depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2,bp lift first depth=0；branch edge order=weight,bp lift first depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,lkh_provider_failures,43,0.0,0.0,0.0,0,43,0
3,bp lift first depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2,bp lift first depth=0；branch edge order=weight,bp lift first depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,lkh_provider_seconds,43,3.223801306,3.2249124030000003,0.00034465430544128317,19,0,24
3,bp lift first depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2,bp lift first depth=0；branch edge order=weight,bp lift first depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,root_fixing_seconds,43,0.020217982,0.019874002,-0.017013567427253462,18,10,15
3,bp lift first depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2,bp lift first depth=0；branch edge order=weight,bp lift first depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,potential_update_seconds,43,1401.6035042930207,1209.5445245719877,-0.1370280390515355,25,10,8
3,bp lift first depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2,bp lift first depth=0；branch edge order=weight,bp lift first depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,potential_update_rebuild_seconds,43,98.12463138000042,82.90322718099901,-0.15512317330451453,23,13,7
3,bp lift first depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2,bp lift first depth=0；branch edge order=weight,bp lift first depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,replacement_seconds,43,12.998511453000072,20.939448300000574,0.6109112474696266,9,10,24
3,bp lift first depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2,bp lift first depth=0；branch edge order=weight,bp lift first depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,search_node_potential_updates_skipped_total,43,0.0,0.0,0.0,0,43,0
4,bp lift first depth、bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2-split2,bp lift first depth=0；bp split zero gain depth=0；branch edge order=weight,bp lift first depth=2；bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,wall_seconds,43,1532.479452457279,1435.7149033024907,-0.06314247737522982,8,0,35
4,bp lift first depth、bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2-split2,bp lift first depth=0；bp split zero gain depth=0；branch edge order=weight,bp lift first depth=2；bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,root_lower_bound,43,898754.3886494648,898754.3886494648,0.0,0,43,0
4,bp lift first depth、bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2-split2,bp lift first depth=0；bp split zero gain depth=0；branch edge order=weight,bp lift first depth=2；bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,branches,43,2612950.0,2233849.0,-0.14508543982854627,12,11,20
4,bp lift first depth、bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2-split2,bp lift first depth=0；bp split zero gain depth=0；branch edge order=weight,bp lift first depth=2；bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,initial_tour_seconds,43,2.827845424,2.9414295360000002,0.04016630860937753,18,0,25
4,bp lift first depth、bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2-split2,bp lift first depth=0；bp split zero gain depth=0；branch edge order=weight,bp lift first depth=2；bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,root_ascent_seconds,43,0.712810765,0.715766005,0.004145896982911124,18,0,25
4,bp lift first depth、bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2-split2,bp lift first depth=0；bp split zero gain depth=0；branch edge order=weight,bp lift first depth=2；bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,lkh_provider_calls,43,43.0,43.0,0.0,0,43,0
4,bp lift first depth、bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2-split2,bp lift first depth=0；bp split zero gain depth=0；branch edge order=weight,bp lift first depth=2；bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,lkh_provider_failures,43,0.0,0.0,0.0,0,43,0
4,bp lift first depth、bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2-split2,bp lift first depth=0；bp split zero gain depth=0；branch edge order=weight,bp lift first depth=2；bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,lkh_provider_seconds,43,3.223801306,3.241284478,0.005423154326372748,16,0,27
4,bp lift first depth、bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2-split2,bp lift first depth=0；bp split zero gain depth=0；branch edge order=weight,bp lift first depth=2；bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,root_fixing_seconds,43,0.020217982,0.020593631,0.018579945317984903,10,10,23
4,bp lift first depth、bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2-split2,bp lift first depth=0；bp split zero gain depth=0；branch edge order=weight,bp lift first depth=2；bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,potential_update_seconds,43,1401.6035042930207,1211.864516652004,-0.1353727976991056,16,10,17
4,bp lift first depth、bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2-split2,bp lift first depth=0；bp split zero gain depth=0；branch edge order=weight,bp lift first depth=2；bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,potential_update_rebuild_seconds,43,98.12463138000042,82.67073515100029,-0.15749252773396838,16,13,14
4,bp lift first depth、bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2-split2,bp lift first depth=0；bp split zero gain depth=0；branch edge order=weight,bp lift first depth=2；bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,replacement_seconds,43,12.998511453000072,21.0984751680011,0.6231454843340196,4,10,29
4,bp lift first depth、bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-lift2-split2,bp lift first depth=0；bp split zero gain depth=0；branch edge order=weight,bp lift first depth=2；bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,search_node_potential_updates_skipped_total,43,0.0,0.0,0.0,0,43,0
5,bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-split2,bp split zero gain depth=0；branch edge order=weight,bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,wall_seconds,43,1532.479452457279,1438.8020138461143,-0.0611280226047769,8,0,35
5,bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-split2,bp split zero gain depth=0；branch edge order=weight,bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,root_lower_bound,43,898754.3886494648,898754.3886494648,0.0,0,43,0
5,bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-split2,bp split zero gain depth=0；branch edge order=weight,bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,branches,43,2612950.0,2233849.0,-0.14508543982854627,12,11,20
5,bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-split2,bp split zero gain depth=0；branch edge order=weight,bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,initial_tour_seconds,43,2.827845424,2.841234119,0.004734592239862279,21,0,22
5,bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-split2,bp split zero gain depth=0；branch edge order=weight,bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,root_ascent_seconds,43,0.712810765,0.718247015,0.0076264981772546925,21,0,22
5,bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-split2,bp split zero gain depth=0；branch edge order=weight,bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,lkh_provider_calls,43,43.0,43.0,0.0,0,43,0
5,bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-split2,bp split zero gain depth=0；branch edge order=weight,bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,lkh_provider_failures,43,0.0,0.0,0.0,0,43,0
5,bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-split2,bp split zero gain depth=0；branch edge order=weight,bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,lkh_provider_seconds,43,3.223801306,3.209387791,-0.0044709687824662225,20,0,23
5,bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-split2,bp split zero gain depth=0；branch edge order=weight,bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,root_fixing_seconds,43,0.020217982,0.020203078,-0.0007371655588573889,18,10,15
5,bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-split2,bp split zero gain depth=0；branch edge order=weight,bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,potential_update_seconds,43,1401.6035042930207,1213.7090083350133,-0.13405681091870758,16,10,17
5,bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-split2,bp split zero gain depth=0；branch edge order=weight,bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,potential_update_rebuild_seconds,43,98.12463138000042,83.24988626600035,-0.1515903285933956,15,13,15
5,bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-split2,bp split zero gain depth=0；branch edge order=weight,bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,replacement_seconds,43,12.998511453000072,21.08287001099948,0.6219449501760854,5,10,28
5,bp split zero gain depth、branch edge order,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-ascent-strong-split2,bp split zero gain depth=0；branch edge order=weight,bp split zero gain depth=2；branch edge order=ascent-strong-top2,43,43,43,,,43,,43,,43,,search_node_potential_updates_skipped_total,43,0.0,0.0,0.0,0,43,0
6,bp lift first depth,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-lift2,bp lift first depth=0,bp lift first depth=2,43,43,43,,,43,,43,,43,,wall_seconds,43,1532.479452457279,1535.8214745316654,0.00218079405177507,9,0,34
6,bp lift first depth,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-lift2,bp lift first depth=0,bp lift first depth=2,43,43,43,,,43,,43,,43,,root_lower_bound,43,898754.3886494648,898754.3886494648,0.0,0,43,0
6,bp lift first depth,GAPMST-P32-LKH-BP-base,GAPMST-P32-LKH-BP-lift2,bp lift first depth=0,bp lift first depth=2,43,43,43,,,43,,43,,43,,branches,43,2612950.0,2612950.0,0.0,0,43,0
