instance,Concorde:status,Concorde:wall_seconds,Concorde:result,Concorde:branches,PS32:status,PS32:successful_repeats,PS32:result,PSD-PSD64:status,PSD-PSD64:successful_repeats,PSD-PSD64:result,result_match,PS32:matches_reference,PSD-PSD64:matches_reference,PS32:wall_vs_Concorde_relative_change,PSD-PSD64:wall_vs_Concorde_relative_change,PS32:wall_seconds,PSD-PSD64:wall_seconds,relative_change:wall_seconds,PS32:branches,PSD-PSD64:branches,relative_change:branches,PS32:nodes_expanded,PSD-PSD64:nodes_expanded,PS32:pruned_by_bound,PSD-PSD64:pruned_by_bound,PS32:pruned_infeasible,PSD-PSD64:pruned_infeasible,PS32:root_potential_iterations,PSD-PSD64:root_potential_iterations,PS32:search_node_potential_update_candidates,PSD-PSD64:search_node_potential_update_candidates,PS32:search_node_potential_updates_triggered,PSD-PSD64:search_node_potential_updates_triggered,PS32:search_node_potential_updates_skipped_total,PSD-PSD64:search_node_potential_updates_skipped_total,relative_change:search_node_potential_updates_skipped_total,PS32:search_node_potential_iterations,PSD-PSD64:search_node_potential_iterations,PS32:search_node_potential_updates_skipped_budget_exhausted,PSD-PSD64:search_node_potential_updates_skipped_budget_exhausted,PS32:search_node_potential_updates_skipped_depth_interval,PSD-PSD64:search_node_potential_updates_skipped_depth_interval,PS32:search_node_potential_updates_skipped_gap_above_maximum,PSD-PSD64:search_node_potential_updates_skipped_gap_above_maximum,PS32:search_node_potential_updates_skipped_gap_below_minimum,PSD-PSD64:search_node_potential_updates_skipped_gap_below_minimum,PS32:search_node_potential_updates_skipped_invalid_state,PSD-PSD64:search_node_potential_updates_skipped_invalid_state,PS32:search_node_potential_updates_skipped_numerically_unsafe,PSD-PSD64:search_node_potential_updates_skipped_numerically_unsafe,PS32:search_node_potential_updates_skipped_strategy_none,PSD-PSD64:search_node_potential_updates_skipped_strategy_none,PS32:search_node_potential_updates_skipped_update_depth_zero,PSD-PSD64:search_node_potential_updates_skipped_update_depth_zero,PS32:search_node_potential_updates_skipped_zero_iteration_limit,PSD-PSD64:search_node_potential_updates_skipped_zero_iteration_limit,PS32:search_node_potential_updates_skipped_zero_violation,PSD-PSD64:search_node_potential_updates_skipped_zero_violation
hk48.tsp,ok,0.03125464729964733,11461.0,1.0,ok,1,11461.0,ok,1,11461.0,True,True,True,0.2764946905223815,0.26931339878261307,0.039896391332149506,0.039671942591667175,-0.0056257905286151155,12.0,12.0,0.0,4.0,5.0,8.0,7.0,0.0,0.0,100.0,100.0,8.0,9.0,8.0,9.0,0.0,0.0,0.0,89.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroA100.tsp,ok,0.09304322861135006,21282.0,1.0,ok,1,21282.0,ok,1,21282.0,True,True,True,1635.003104767972,1195.6723953896487,152.2190108858049,111.34226325713098,-0.2685390437817242,794543.0,419072.0,-0.472562215009131,138796.0,80639.0,655917.0,338851.0,0.0,1.0,800.0,330.0,755865.0,397351.0,630970.0,344659.0,124895.0,52692.0,-0.5781096120741422,2807916.0,1789644.0,0.0,0.0,0.0,0.0,124895.0,52692.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kroB100.tsp,ok,0.1833615768700838,22141.0,1.0,ok,1,22141.0,ok,1,22141.0,True,True,True,388.7099577630356,901.6562844427284,71.45783237740397,165.5124796871096,1.3162258660878035,89761.0,288210.0,2.2108599503124964,29785.0,99495.0,60222.0,190564.0,0.0,14.0,400.0,400.0,83683.0,267405.0,83680.0,267142.0,3.0,263.0,86.66666666666667,1383685.0,2557901.0,0.0,0.0,0.0,0.0,2.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
kroC100.tsp,ok,0.11923562549054623,20749.0,1.0,ok,1,20749.0,ok,1,20749.0,True,True,True,126.46193174604754,211.4779354448554,15.19800315797329,25.334939535707235,0.666991332503825,21576.0,48189.0,1.2334538375973305,6504.0,14744.0,15115.0,33625.0,0.0,0.0,372.0,311.0,20325.0,44922.0,19780.0,44764.0,545.0,158.0,-0.710091743119266,279851.0,392736.0,0.0,0.0,0.0,0.0,545.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
kroD100.tsp,ok,0.14088797196745872,21294.0,1.0,ok,1,21294.0,ok,1,21294.0,True,True,True,15.357315665611925,171.1001348331767,2.304549030959606,24.246838971972466,9.521294468565143,2322.0,41390.0,16.825150732127476,728.0,13365.0,1599.0,28277.0,0.0,0.0,400.0,400.0,2091.0,38328.0,2056.0,38008.0,35.0,320.0,8.142857142857142,32510.0,350637.0,0.0,0.0,0.0,0.0,34.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
kroE100.tsp,ok,0.23537259548902512,22068.0,1.0,ok,1,22068.0,ok,1,22068.0,True,True,True,356.38233370553644,278.9144407892394,84.11800746619701,65.88418844342232,-0.21676475194805334,624452.0,112861.0,-0.8192639306143626,110762.0,37703.0,513862.0,75997.0,1373.0,0.0,721.0,394.0,571472.0,106787.0,478280.0,106763.0,93192.0,24.0,-0.9997424671645635,2065800.0,974592.0,0.0,0.0,0.0,0.0,93192.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
lin105.tsp,ok,0.08077146671712399,14379.0,1.0,ok,1,14379.0,ok,1,14379.0,True,True,True,1.7485390077555611,1.5258698080112856,0.2220035269856453,0.20401820912957191,-0.08101365820749462,50.0,62.0,0.24,17.0,22.0,33.0,40.0,0.0,0.0,348.0,307.0,28.0,40.0,28.0,39.0,0.0,1.0,,482.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
pr124.tsp,ok,0.4382678158581257,59030.0,1.0,ok,1,59030.0,ok,1,59030.0,True,True,True,9.910349524615755,12.350735062760537,4.781655056402087,5.851197496056557,0.22367620144880074,4305.0,7902.0,0.8355400696864113,1540.0,2750.0,2773.0,5211.0,0.0,0.0,387.0,349.0,3996.0,7237.0,3996.0,7237.0,0.0,0.0,0.0,66762.0,68594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr144.tsp,ok,0.24983618780970573,58537.0,1.0,ok,1,58537.0,ok,1,58537.0,True,True,True,23.047486344233377,1195.6442695776543,6.007932314649224,298.96504247561097,48.76171947653944,3635.0,289684.0,78.692984869326,1558.0,132675.0,2225.0,175480.0,0.0,69.0,400.0,400.0,3164.0,249603.0,3164.0,249603.0,0.0,0.0,0.0,64555.0,2831507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pr76.tsp,ok,0.21514095552265644,108159.0,1.0,ok,1,108159.0,ok,1,108159.0,True,True,True,1670.687197391311,1918.5013201441027,359.64838098175824,412.9633481428027,0.1482419217778952,1016970.0,1680006.0,0.6519720345732913,289352.0,472155.0,729940.0,1217433.0,91.0,122.0,400.0,400.0,945841.0,1528715.0,889228.0,1453850.0,56613.0,74865.0,0.32239944888983096,11737705.0,11816231.0,0.0,0.0,0.0,0.0,56613.0,74865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rat195.tsp,ok,2.86149631254375,2323.0,3.0,ok,1,2323.0,ok,1,2323.0,True,True,True,367.33501673796957,312.1137212945565,1053.9892921764404,895.9737588912249,-0.14992138388704168,295401.0,385045.0,0.3034654588169978,104288.0,140683.0,193103.0,249508.0,6.0,17.0,400.0,400.0,281326.0,362982.0,281316.0,362973.0,10.0,9.0,-0.09999999999999998,5118940.0,3773961.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rat99.tsp,ok,1.160699475556612,1211.0,1.0,ok,1,1211.0,ok,1,1211.0,True,True,True,-0.7959138858719651,-0.7827103319286508,0.23688264563679695,0.2522080037742853,0.06469599364820566,154.0,304.0,0.974025974025974,44.0,100.0,110.0,208.0,0.0,0.0,400.0,400.0,95.0,220.0,95.0,220.0,0.0,0.0,0.0,1701.0,2326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rd100.tsp,ok,0.0784916877746582,7910.0,1.0,ok,1,7910.0,ok,1,7910.0,True,True,True,11.772570625694827,2.318786915129185,1.0025406256318092,0.26049718633294106,-0.74016296230512,1026.0,280.0,-0.7270955165692008,354.0,67.0,674.0,215.0,0.0,0.0,400.0,400.0,903.0,134.0,892.0,118.0,11.0,16.0,0.4545454545454546,15106.0,1213.0,0.0,0.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
st70.tsp,ok,0.07140777260065079,675.0,1.0,ok,1,675.0,ok,1,675.0,True,True,True,13.770580901524376,8.95251309213539,1.054734282195568,0.7106867916882038,-0.3261935222122335,2810.0,2322.0,-0.17366548042704621,867.0,789.0,1958.0,1572.0,0.0,0.0,400.0,400.0,2552.0,2109.0,2550.0,2099.0,2.0,10.0,4.0,42212.0,21442.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swiss42.tsp,ok,0.03386518731713295,1273.0,1.0,ok,1,1273.0,ok,1,1273.0,True,True,True,-0.12230011450267897,0.2912013562995779,0.02972347103059292,0.04372677579522133,0.4711194311800089,8.0,3.0,-0.625,3.0,2.0,5.0,2.0,3.0,0.0,100.0,100.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,69.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u159.tsp,ok,0.12093745544552803,42080.0,1.0,ok,1,42080.0,ok,1,42080.0,True,True,True,654.1263482321486,512.5865601148796,79.22931355051696,62.111851731315255,-0.21604960401793127,42600.0,49715.0,0.1670187793427229,14723.0,17389.0,28030.0,32662.0,0.0,0.0,400.0,400.0,40031.0,46382.0,39945.0,46353.0,86.0,29.0,-0.6627906976744187,684622.0,450586.0,0.0,0.0,0.0,0.0,86.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
ulysses16.tsp,ok,0.03193540312349796,6859.0,1.0,ok,1,6859.0,ok,1,6859.0,True,True,True,-0.3449841235345962,0.11051630868577766,0.020918196067214012,0.03546478599309921,0.6954036514020774,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wi29.tsp,ok,0.04551754333078861,27603.0,1.0,ok,1,27603.0,ok,1,27603.0,True,True,True,-0.5039584777946761,-0.42301358449845305,0.022578591480851173,0.026263004168868065,0.1631816887754769,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,85.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bier127.tsp,ok,0.1989000365138054,118282.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brg180.tsp,ok,0.18208833783864975,1950.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ch130.tsp,ok,0.18499169498682022,6110.0,1.0,ok,1,6110.0,timeout,0,,,True,,602.0163391720986,,111.5530146881938,,,78223.0,,,25173.0,,53327.0,,0.0,,400.0,,74728.0,,74381.0,,347.0,,,1201200.0,,0.0,,0.0,,343.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,
d198.tsp,ok,0.9902167804539204,15780.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kroA150.tsp,ok,0.4707332830876112,26524.0,1.0,ok,1,26524.0,timeout,0,,,True,,1163.7092721795607,,548.2674195356667,,,315468.0,,,90312.0,,226128.0,,0.0,,400.0,,293001.0,,293001.0,,0.0,,,4591550.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
kroB150.tsp,ok,0.46501733362674713,26130.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr107.tsp,ok,0.15831930935382843,44303.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr136.tsp,ok,0.5037562884390354,96772.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pr152.tsp,ok,0.8909101411700249,73682.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qa194.tsp,ok,0.48868450708687305,9352.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
si175.tsp,ok,1.865148700773716,21407.0,3.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xqf131.tsp,ok,0.36307481303811073,564.0,1.0,timeout,0,,timeout,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
